"Method Name",MLOC
javax.management.monitor.Monitor#getObservedAttribute(),3
javax.management.monitor.Monitor#setObservedAttribute(java.lang.String),28
javax.management.monitor.Monitor#getGranularityPeriod(),3
javax.management.monitor.Monitor#setGranularityPeriod(long),21
javax.management.monitor.Monitor#isActive(),3
javax.management.monitor.Monitor#doStart(),34
javax.management.monitor.Monitor#doStop(),30
javax.management.monitor.Monitor#getDerivedGauge(javax.management.ObjectName),4
javax.management.monitor.Monitor#getDerivedGaugeTimeStamp(javax.management.ObjectName),4
javax.management.monitor.Monitor#getAttribute(javax.management.MBeanServerConnection javax.management.ObjectName java.lang.String),72
javax.management.monitor.Monitor#getComparableFromAttribute(javax.management.ObjectName java.lang.String java.lang.Object),13
javax.management.monitor.Monitor#introspect(javax.management.ObjectName java.lang.String java.lang.Object),30
javax.management.monitor.Monitor#isComparableTypeValid(javax.management.ObjectName java.lang.String java.lang.Comparable<java.lang.Object>),5
javax.management.monitor.Monitor#buildErrorNotification(javax.management.ObjectName java.lang.String java.lang.Comparable<java.lang.Object>),5
javax.management.monitor.Monitor#onErrorNotification(javax.management.monitor.MonitorNotification),2
javax.management.monitor.Monitor#getDerivedGaugeFromComparable(javax.management.ObjectName java.lang.String java.lang.Comparable<java.lang.Object>),5
javax.management.monitor.Monitor#buildAlarmNotification(javax.management.ObjectName java.lang.String java.lang.Comparable<java.lang.Object>),5
javax.management.monitor.Monitor#isThresholdTypeValid(javax.management.ObjectName java.lang.String java.lang.Comparable<java.lang.Object>),5
javax.management.monitor.Monitor#classForType(unknown.NumericalType),19
javax.management.monitor.Monitor#isValidForType(java.lang.Object java.lang.Class<java.lang.Number>),3
javax.management.monitor.Monitor#getObservedObject(javax.management.ObjectName),6
javax.management.monitor.Monitor#createObservedObject(javax.management.ObjectName),3
javax.management.monitor.Monitor#createAlreadyNotified(),13
javax.management.monitor.Monitor#updateDeprecatedAlreadyNotified(),6
javax.management.monitor.Monitor#updateAlreadyNotified(unknown.ObservedObject int),5
javax.management.monitor.Monitor#isAlreadyNotified(unknown.ObservedObject int),3
javax.management.monitor.Monitor#setAlreadyNotified(unknown.ObservedObject int int int[]),8
javax.management.monitor.Monitor#resetAlreadyNotified(unknown.ObservedObject int int),5
javax.management.monitor.Monitor#resetAllAlreadyNotified(unknown.ObservedObject int int[]),8
javax.management.monitor.Monitor#computeAlreadyNotifiedIndex(unknown.ObservedObject int int[]),8
javax.management.monitor.Monitor#sendNotification(java.lang.String long java.lang.String java.lang.Object java.lang.Object javax.management.ObjectName boolean),28
javax.management.monitor.Monitor#monitor(unknown.ObservedObject int int[]),320
javax.management.monitor.Monitor#cleanupFutures(),10
javax.management.monitor.Monitor#cleanupIsComplexTypeAttribute(),5
javax.management.monitor.MonitorMBean#start(),1
javax.management.monitor.MonitorMBean#stop(),1
javax.management.monitor.MonitorMBean#addObservedObject(javax.management.ObjectName),1
javax.management.monitor.MonitorMBean#removeObservedObject(javax.management.ObjectName),1
javax.management.monitor.MonitorMBean#containsObservedObject(javax.management.ObjectName),1
javax.management.monitor.MonitorMBean#getObservedObjects(),1
javax.management.monitor.MonitorMBean#getObservedObject(),2
javax.management.monitor.MonitorMBean#setObservedObject(javax.management.ObjectName),2
javax.management.monitor.MonitorMBean#getObservedAttribute(),1
javax.management.monitor.MonitorMBean#setObservedAttribute(java.lang.String),1
javax.management.monitor.MonitorMBean#getGranularityPeriod(),1
javax.management.monitor.MonitorMBean#setGranularityPeriod(long),1
javax.management.monitor.MonitorMBean#isActive(),1
javax.management.monitor.MonitorNotification#getObservedObject(),3
javax.management.monitor.MonitorNotification#getObservedAttribute(),3
javax.management.monitor.MonitorNotification#getDerivedGauge(),3
javax.management.monitor.MonitorNotification#getTrigger(),3
javax.management.monitor.StringMonitor#makeDebugTag(),3
javax.management.monitor.StringMonitor#start(),16
javax.management.monitor.StringMonitor#stop(),3
javax.management.monitor.StringMonitor#getDerivedGauge(javax.management.ObjectName),4
javax.management.monitor.StringMonitor#getDerivedGaugeTimeStamp(javax.management.ObjectName),4
javax.management.monitor.StringMonitor#getDerivedGauge(),8
javax.management.monitor.StringMonitor#getDerivedGaugeTimeStamp(),8
javax.management.monitor.StringMonitor#getStringToCompare(),3
javax.management.monitor.StringMonitor#setStringToCompare(java.lang.String),19
javax.management.monitor.StringMonitor#getNotifyMatch(),3
javax.management.monitor.StringMonitor#setNotifyMatch(boolean),5
javax.management.monitor.StringMonitor#getNotifyDiffer(),3
javax.management.monitor.StringMonitor#setNotifyDiffer(boolean),5
javax.management.monitor.StringMonitor#getNotificationInfo(),4
javax.management.monitor.StringMonitor#createObservedObject(javax.management.ObjectName),7
javax.management.monitor.StringMonitor#isComparableTypeValid(javax.management.ObjectName java.lang.String java.lang.Comparable<java.lang.Object>),11
javax.management.monitor.StringMonitor#onErrorNotification(javax.management.monitor.MonitorNotification),11
javax.management.monitor.StringMonitor#buildAlarmNotification(javax.management.ObjectName java.lang.String java.lang.Comparable<java.lang.Object>),65
javax.management.monitor.StringMonitorMBean#getDerivedGauge(),2
javax.management.monitor.StringMonitorMBean#getDerivedGaugeTimeStamp(),2
javax.management.monitor.StringMonitorMBean#getDerivedGauge(javax.management.ObjectName),1
javax.management.monitor.StringMonitorMBean#getDerivedGaugeTimeStamp(javax.management.ObjectName),1
javax.management.monitor.StringMonitorMBean#getStringToCompare(),1
javax.management.monitor.StringMonitorMBean#setStringToCompare(java.lang.String),1
javax.management.monitor.StringMonitorMBean#getNotifyMatch(),1
javax.management.monitor.StringMonitorMBean#setNotifyMatch(boolean),1
javax.management.monitor.StringMonitorMBean#getNotifyDiffer(),1
javax.management.monitor.StringMonitorMBean#setNotifyDiffer(boolean),1
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#getThreshold(),3
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#setThreshold(java.lang.Number),3
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#getPreviousScanCounter(),3
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#setPreviousScanCounter(java.lang.Number),4
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#getModulusExceeded(),3
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#setModulusExceeded(boolean),4
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#getDerivedGaugeExceeded(),3
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#setDerivedGaugeExceeded(java.lang.Number),4
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#getDerivedGaugeValid(),3
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#setDerivedGaugeValid(boolean),4
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#getEventAlreadyNotified(),3
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#setEventAlreadyNotified(boolean),4
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#getType(),3
javax.management.monitor.CounterMonitor.CounterMonitorObservedObject#setType(unknown.NumericalType),3
javax.management.monitor.GaugeMonitor.GaugeMonitorObservedObject#getDerivedGaugeValid(),3
javax.management.monitor.GaugeMonitor.GaugeMonitorObservedObject#setDerivedGaugeValid(boolean),4
javax.management.monitor.GaugeMonitor.GaugeMonitorObservedObject#getType(),3
javax.management.monitor.GaugeMonitor.GaugeMonitorObservedObject#setType(unknown.NumericalType),3
javax.management.monitor.GaugeMonitor.GaugeMonitorObservedObject#getPreviousScanGauge(),3
javax.management.monitor.GaugeMonitor.GaugeMonitorObservedObject#setPreviousScanGauge(java.lang.Number),4
javax.management.monitor.GaugeMonitor.GaugeMonitorObservedObject#getStatus(),3
javax.management.monitor.GaugeMonitor.GaugeMonitorObservedObject#setStatus(int),3
javax.management.monitor.Monitor.DaemonThreadFactory#getThreadGroup(),3
javax.management.monitor.Monitor.DaemonThreadFactory#newThread(java.lang.Runnable),12
javax.management.monitor.Monitor.MonitorTask#submit(),3
javax.management.monitor.Monitor.MonitorTask#run(),36
javax.management.monitor.Monitor.ObservedObject#getObservedObject(),3
javax.management.monitor.Monitor.ObservedObject#getAlreadyNotified(),3
javax.management.monitor.Monitor.ObservedObject#setAlreadyNotified(int),3
javax.management.monitor.Monitor.ObservedObject#getDerivedGauge(),3
javax.management.monitor.Monitor.ObservedObject#setDerivedGauge(java.lang.Object),3
javax.management.monitor.Monitor.ObservedObject#getDerivedGaugeTimeStamp(),3
javax.management.monitor.Monitor.ObservedObject#setDerivedGaugeTimeStamp(long),4
javax.management.monitor.Monitor.SchedulerTask#setMonitorTask(unknown.MonitorTask),3
javax.management.monitor.Monitor.SchedulerTask#run(),5
javax.management.monitor.Monitor.MonitorTask.1#run(),12
javax.management.monitor.StringMonitor.StringMonitorObservedObject#getStatus(),3
javax.management.monitor.StringMonitor.StringMonitorObservedObject#setStatus(int),3
javax.management.openmbean.ArrayType#isPrimitiveContentType(java.lang.String),8
javax.management.openmbean.ArrayType#getPrimitiveTypeKey(java.lang.String),7
javax.management.openmbean.ArrayType#getPrimitiveTypeName(java.lang.String),7
javax.management.openmbean.ArrayType#getPrimitiveOpenType(java.lang.String),7
javax.management.openmbean.ArrayType#buildArrayClassName(int javax.management.openmbean.OpenType<java.lang.Object>),9
javax.management.openmbean.ArrayType#buildArrayClassName(int javax.management.openmbean.OpenType<java.lang.Object> boolean),35
javax.management.openmbean.ArrayType#buildArrayDescription(int javax.management.openmbean.OpenType<java.lang.Object>),9
javax.management.openmbean.ArrayType#buildArrayDescription(int javax.management.openmbean.OpenType<java.lang.Object> boolean),31
javax.management.openmbean.ArrayType#getDimension(),4
javax.management.openmbean.ArrayType#getElementOpenType(),4
javax.management.openmbean.ArrayType#isPrimitiveArray(),4
javax.management.openmbean.ArrayType#isValue(java.lang.Object),62
javax.management.openmbean.ArrayType#checkElementsType(java.lang.Object[] int),21
javax.management.openmbean.ArrayType#isAssignableFrom(javax.management.openmbean.OpenType),9
javax.management.openmbean.ArrayType#equals(java.lang.Object),30
javax.management.openmbean.ArrayType#hashCode(),16
javax.management.openmbean.ArrayType#toString(),16
javax.management.openmbean.ArrayType#getArrayType(javax.management.openmbean.OpenType<unknown.E>),4
javax.management.openmbean.ArrayType#getPrimitiveArrayType(java.lang.Class<T extends java.lang.Object>),40
javax.management.openmbean.ArrayType#readResolve(),7
javax.management.openmbean.ArrayType#convertFromWrapperToPrimitiveTypes(),21
javax.management.openmbean.ArrayType#writeReplace(),7
javax.management.openmbean.ArrayType#convertFromPrimitiveToWrapperTypes(),21
javax.management.openmbean.CompositeData#getCompositeType(),1
javax.management.openmbean.CompositeData#get(java.lang.String),1
javax.management.openmbean.CompositeData#getAll(java.lang.String[]),1
javax.management.openmbean.CompositeData#containsKey(java.lang.String),1
javax.management.openmbean.CompositeData#containsValue(java.lang.Object),1
javax.management.openmbean.CompositeData#values(),1
javax.management.openmbean.CompositeData#equals(java.lang.Object),1
javax.management.openmbean.CompositeData#hashCode(),1
javax.management.openmbean.CompositeData#toString(),1
javax.management.openmbean.CompositeDataInvocationHandler#getCompositeData(),4
javax.management.openmbean.CompositeDataInvocationHandler#invoke(java.lang.Object java.lang.reflect.Method java.lang.Object[]),48
javax.management.openmbean.CompositeDataInvocationHandler#equals(java.lang.Object java.lang.Object),15
javax.management.openmbean.CompositeDataSupport#checkForNullElement(java.lang.Object[] java.lang.String),12
javax.management.openmbean.CompositeDataSupport#checkForEmptyString(java.lang.String[] java.lang.String),8
javax.management.openmbean.CompositeDataSupport#getCompositeType(),4
javax.management.openmbean.CompositeDataSupport#get(java.lang.String),10
javax.management.openmbean.CompositeDataSupport#getAll(java.lang.String[]),11
javax.management.openmbean.CompositeDataSupport#containsKey(java.lang.String),7
javax.management.openmbean.CompositeDataSupport#containsValue(java.lang.Object),4
javax.management.openmbean.CompositeDataSupport#values(),4
javax.management.openmbean.CompositeDataSupport#equals(java.lang.Object),42
javax.management.openmbean.CompositeDataSupport#hashCode(),28
javax.management.openmbean.CompositeDataSupport#toString(),11
javax.management.openmbean.CompositeDataView#toCompositeData(javax.management.openmbean.CompositeType),1
javax.management.openmbean.CompositeType#checkForNullElement(java.lang.Object[] java.lang.String),10
javax.management.openmbean.CompositeType#checkForEmptyString(java.lang.String[] java.lang.String),7
